Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Prediction
2374,1758274,5,2,0,0,0,81
20351,1758274,5,2,0,0,0,81
20351,1758274,5,2,0,0,0,81
15844,1758274,5,2,0,0,0,81
20150,1758720,5,4,0,0,0,2
20150,1758720,5,4,0,0,0,2
2220,1758720,5,4,0,2,0,2
23665,1758720,5,4,-1,0,1,109
3134,1758720,5,4,-2,0,1,81
20150,1758720,5,4,-2,0,1,109
20150,1758720,5,4,-2,0,1,109
16166,1758720,5,4,-1,0,1,109
16166,1758720,5,4,-1,0,1,109
20407,1758720,5,4,0,2,0,2
19364,1758274,5,3,-2,1,1,35
22334,1759025,5,4,-7,0,0,109
20790,1752621,6,3,0,2,0,81
20789,1758720,6,3,0,2,0,81
20790,1752621,6,3,0,2,0,81
20789,1758720,6,3,0,2,0,81
20791,1759025,6,3,0,2,0,81
20791,1759025,6,4,0,2,0,81
20787,1758274,6,4,-1,1,1,35
20789,1758720,6,4,-6,-2,1,109
20789,1758720,6,4,-6,-2,1,109
20789,1758720,6,4,-6,-2,1,109
20789,1758720,6,4,0,2,0,81
20789,1758720,6,4,-6,-2,1,2
20789,1758720,6,4,-6,-2,1,109
20789,1758720,6,4,-6,-2,1,109
20789,1758720,6,4,-6,-2,1,109
20789,1758720,6,4,0,2,0,81
20789,1758720,6,4,-6,-2,1,2
20789,1758720,6,4,-6,-2,1,109
20789,1758720,6,4,-6,-2,1,109
20789,1758720,6,4,-6,-2,1,109
20789,1758720,6,4,-6,-2,1,109
20789,1758720,6,4,-6,-2,1,109
2986,1752621,8,3,0,2,0,2
20145,1758720,15,3,-50,0,0,109
20353,1758274,15,3,0,0,0,81
15554,1758720,15,3,-64,-2,1,109
16306,1758720,15,3,-77,-2,1,109
20410,1758720,15,3,-75,-2,1,109
20410,1758720,15,3,-7,-2,1,109
22405,1758720,15,3,-7,-2,1,109
20410,1758720,15,3,-71,-2,1,109
20145,1758720,15,3,-42,0,0,109
3683,1758720,15,3,-64,-2,1,109
3670,1758720,15,3,-36,-2,1,109
20353,1758274,15,3,0,0,0,81
22401,1758720,15,3,-96,-2,1,109
20145,1758720,15,3,-35,0,0,109
14731,1758720,15,3,-57,-2,1,109
14731,1758720,15,3,-69,-2,1,109
14715,1758720,15,3,-75,-2,1,109
15554,1758720,15,3,-97,-2,1,109
3670,1758720,15,3,-48,-2,1,109
20145,1758720,15,3,-75,0,0,109
20145,1758720,15,3,-19,0,0,109
20145,1758720,15,3,-43,0,0,109
14715,1758720,15,3,-57,-2,1,109
20406,1758720,15,3,-30,-2,1,109
3670,1758720,15,3,-21,-2,1,109
20145,1758720,15,3,-20,0,0,109
20406,1758720,15,3,-54,-2,1,109
14715,1758720,15,3,-35,-2,1,109
20145,1758720,15,3,-54,0,0,109
20406,1758720,15,3,-62,-2,1,109
20406,1758720,15,3,-65,-2,1,109
20145,1758720,15,3,-20,0,0,109
3737,1758720,15,3,-56,-2,1,109
16306,1758720,15,3,-37,-2,1,109
14715,1758720,15,3,-40,-2,1,109
3364,1758720,15,3,-89,-2,1,109
3613,1758720,15,3,-98,-2,1,109
3670,1758720,15,3,-42,-2,1,109
15554,1758720,15,3,-72,-2,1,109
15554,1758720,15,3,-78,-2,1,109
20406,1758720,15,3,-9,-2,1,109
20406,1758720,15,3,-47,-2,1,109
20406,1758720,15,3,-78,-2,1,109
14731,1758720,15,3,-29,-2,1,109
20353,1758274,15,3,0,0,0,81
15541,1758274,15,3,0,0,0,81
16306,1758720,15,3,-48,-2,1,109
20410,1758720,15,3,-21,-2,1,109
14715,1758720,15,3,-55,0,0,109
20410,1758720,15,3,-56,-2,1,109
15554,1758720,15,3,-65,-2,1,109
20145,1758720,15,3,-12,0,0,109
15554,1758720,15,3,-61,-2,1,109
20410,1758720,15,3,-26,-2,1,109
20145,1758720,15,3,-51,0,0,109
20145,1758720,15,3,-54,0,0,109
20145,1758720,15,3,-21,0,0,109
20145,1758720,15,3,-5,0,0,109
20145,1758720,15,3,-36,0,0,109
3683,1758720,15,3,-13,-2,1,109
21823,1758274,15,3,0,0,0,81
20145,1758720,15,3,-23,0,0,109
20410,1758720,15,3,-12,-2,1,109
15234,1758720,15,3,-75,-2,1,109
20145,1758720,15,3,-26,0,0,109
15744,1758720,15,3,-91,-2,1,109
20145,1758720,15,3,-26,0,0,109
20145,1758720,15,3,-33,0,0,109
3613,1758720,15,3,-98,-2,1,109
20145,1758720,15,3,-5,0,0,109
20353,1758274,15,3,0,0,0,81
14731,1758720,15,3,-44,-2,1,109
3670,1758720,15,3,-36,-2,1,109
3670,1758720,15,3,-54,-2,1,109
14731,1758720,15,3,-41,-2,1,109
20406,1758720,15,3,-98,-2,1,109
20145,1758720,15,3,-51,0,0,109
20145,1758720,15,3,-35,0,0,109
20410,1758720,15,3,-27,-2,1,109
3341,1758720,15,3,-82,-2,1,109
14715,1758720,15,3,-57,-2,1,109
3341,1758720,15,3,-13,-2,1,109
3613,1758720,15,3,-61,-2,1,109
3670,1758720,15,3,-21,-2,1,109
20145,1758720,15,3,-7,0,0,109
20410,1758720,15,3,-7,-2,1,109
3683,1758720,15,3,-7,-2,1,109
20145,1758720,15,3,-6,0,0,109
15554,1758720,15,3,-64,-2,1,109
20410,1758720,15,3,-7,0,0,109
3341,1758720,15,3,-23,-2,1,109
20145,1758720,15,3,-12,0,0,109
22401,1758720,15,3,-40,-2,1,109
20145,1758720,15,3,-13,0,0,109
20406,1758720,15,3,-85,-2,1,109
3280,1758720,15,3,-2,0,0,81
20145,1758720,15,3,-51,0,0,109
20406,1758720,15,3,-93,-2,1,109
14731,1758720,15,3,-57,-2,1,109
20142,1758720,15,3,-69,-2,1,109
22401,1758720,15,3,-92,-2,1,109
20145,1758720,15,3,-50,0,0,109
22405,1758720,15,3,-40,-2,1,109
3364,1758720,15,3,-23,-2,1,109
15554,1758720,15,3,-7,-2,1,109
22401,1758720,15,3,-72,-2,1,109
22401,1758720,15,3,-44,-2,1,109
20410,1758720,15,3,-54,-2,1,109
3364,1758720,15,3,-33,-2,1,109
20145,1758720,15,3,-19,0,0,109
3364,1758720,15,3,-44,-2,1,109
15554,1758720,15,3,-64,-2,1,109
22405,1758720,15,3,-41,-2,1,109
3341,1758720,15,3,-7,-2,1,109
3670,1758720,15,3,-63,-2,1,109
14731,1758720,15,3,-41,-2,1,109
20410,1758720,15,3,-89,-2,1,109
20145,1758720,15,3,-21,0,0,109
3683,1758720,15,3,-58,-2,1,109
20145,1758720,15,3,-13,0,0,109
14715,1758720,15,3,-41,-2,1,109
3341,1758720,15,3,-93,-2,1,109
21823,1758274,15,3,0,0,0,81
3737,1758720,15,3,-57,-2,1,109
3670,1758720,15,3,-49,-2,1,109
20145,1758720,15,3,-40,0,0,109
22401,1758720,15,3,-77,-2,1,109
20410,1758720,15,3,-40,-2,1,109
3683,1758720,15,3,-58,-2,1,109
3364,1758720,15,3,-47,-2,1,109
20145,1758720,15,3,-23,0,0,109
20406,1758720,15,3,-97,-2,1,109
20353,1758274,15,3,0,0,0,81
14715,1758720,15,3,-44,-2,1,109
15554,1758720,15,3,-69,-2,1,109
20410,1758720,15,3,-21,-2,1,109
22405,1758720,15,3,-64,-2,1,109
20410,1758720,15,3,-22,-2,1,109
20145,1758720,15,3,-48,0,0,109
20353,1758274,15,3,0,0,0,81
20145,1758720,15,3,-13,0,0,109
23674,1758720,15,3,-1,1,1,2
20145,1758720,15,3,-20,0,0,109
14731,1758720,15,3,-68,-2,1,109
20145,1758720,15,3,-50,0,0,109
3341,1758720,15,3,-82,-2,1,109
20410,1758720,15,3,-42,-2,1,109
20410,1758720,15,3,-15,-2,1,109
3683,1758720,15,3,-13,-2,1,109
20410,1758720,15,3,-29,-2,1,109
20145,1758720,15,3,-55,0,0,109
20406,1758720,15,3,-7,-2,1,109
16306,1758720,15,3,-37,-2,1,109
20406,1758720,15,3,-43,-2,1,109
3364,1758720,15,3,-42,-2,1,109
14731,1758720,15,3,-47,-2,1,109
15554,1758720,15,3,-69,-2,1,109
14715,1758720,15,3,-91,-2,1,109
14715,1758720,15,3,-64,-2,1,109
20406,1758720,15,3,-19,-2,1,109
22401,1758720,15,3,-96,-2,1,109
15995,1758720,15,3,-61,-2,1,109
14715,1758720,15,3,-77,-2,1,109
20145,1758720,15,3,-43,0,0,109
14731,1758720,15,3,-43,-2,1,109
20145,1758720,15,3,-64,0,0,109
14715,1758720,15,3,-83,-2,1,109
20410,1758720,15,3,-36,-2,1,109
20406,1758720,15,3,-98,-2,1,109
3683,1758720,15,3,-72,-2,1,109
16306,1758720,15,3,-77,-2,1,109
3670,1758720,15,3,-41,-2,1,109
20353,1758274,15,3,0,0,0,81
14715,1758720,15,3,-61,-2,1,109
3341,1758720,15,3,-64,-2,1,109
20406,1758720,15,3,-62,-2,1,109
14731,1758720,15,3,-35,-2,1,109
20145,1758720,15,3,-42,0,0,109
20142,1758720,15,3,-7,-2,1,109
20145,1758720,15,3,-20,0,0,109
20145,1758720,15,3,-51,0,0,109
14731,1758720,15,3,-84,-2,1,109
3364,1758720,15,3,-16,-2,1,109
20145,1758720,15,3,-51,0,0,109
20142,1758720,15,3,-57,-2,1,109
20145,1758720,15,3,-13,0,0,109
20145,1758720,15,3,0,1,0,35
20406,1758720,15,3,-93,-2,1,109
20145,1758720,15,3,-20,0,0,109
14715,1758720,15,3,-83,-2,1,109
3364,1758720,15,3,-78,-2,1,109
20145,1758720,15,3,-41,0,0,109
20410,1758720,15,3,-9,-2,1,109
20145,1758720,15,3,-41,0,0,109
20145,1758720,15,3,-43,0,0,109
14715,1758720,15,3,-61,-2,1,109
14731,1758720,15,3,-27,-2,1,109
20406,1758720,15,3,-96,-2,1,109
3670,1758720,15,3,-49,-2,1,109
3364,1758720,15,3,-40,-2,1,109
22401,1758720,15,3,-12,-2,1,109
20410,1758720,15,3,-57,-2,1,109
20145,1758720,15,3,-12,0,0,109
14731,1758720,15,3,-7,-2,1,109
3341,1758720,15,3,-7,-2,1,109
16306,1758720,15,3,-75,-2,1,109
19532,1768790,15,3,-96,-2,1,18
3613,1758720,15,3,-75,-2,1,109
20410,1758720,15,3,-68,-2,1,109
20406,1758720,15,3,-7,-2,1,109
20410,1758720,15,3,-62,-2,1,109
20406,1758720,15,3,-78,-2,1,109
20353,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
20145,1758720,15,3,-63,0,0,109
15234,1758720,15,3,-7,-2,1,109
20353,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
16306,1758720,15,3,-36,-2,1,109
3364,1758720,15,3,-43,-2,1,109
20406,1758720,15,3,-48,-2,1,109
20145,1758720,15,3,-8,0,0,109
20145,1758720,15,3,-13,0,0,109
3737,1758720,15,3,-7,-2,1,109
20353,1758274,15,3,0,0,0,81
14715,1758720,15,3,-77,-2,1,109
3670,1758720,15,3,-54,-2,1,109
14715,1758720,15,3,-91,-2,1,109
14731,1758720,15,3,-78,-2,1,109
20410,1758720,15,3,-92,-2,1,109
20410,1758720,15,3,-90,-2,1,109
15358,1758720,15,3,-7,-2,1,109
14731,1758720,15,3,-97,-2,1,109
14715,1758720,15,3,-22,-2,1,109
20145,1758720,15,3,-51,0,0,109
15744,1758720,15,3,-54,-2,1,109
15541,1758274,15,3,0,0,0,81
15554,1758720,15,3,-77,-2,1,109
3670,1758720,15,3,-41,-2,1,109
22401,1758720,15,3,-72,-2,1,109
15554,1758720,15,3,-68,-2,1,109
20145,1758720,15,3,-33,0,0,109
3613,1758720,15,3,-61,-2,1,109
22401,1758720,15,3,-54,-2,1,109
3683,1758720,15,3,-93,-2,1,109
20145,1758720,15,3,-16,0,0,109
20353,1758274,15,3,0,0,0,81
20406,1758720,15,3,-54,-2,1,109
20145,1758720,15,3,-16,0,0,109
3737,1758720,15,3,-37,-2,1,109
20353,1758274,15,3,0,0,0,81
3459,1758720,15,3,-97,-2,1,109
16306,1758720,15,3,-93,-2,1,109
19532,1768790,15,3,-61,-2,1,18
20406,1758720,15,3,-7,0,0,109
14731,1758720,15,3,-97,-2,1,109
14715,1758720,15,3,-16,-2,1,109
14715,1758720,15,3,-71,-2,1,109
15554,1758720,15,3,-96,-2,1,109
20353,1758274,15,3,0,0,0,81
22405,1758720,15,3,-65,-2,1,109
14731,1758720,15,3,-7,-2,1,109
20410,1758720,15,3,-97,-2,1,109
22401,1758720,15,3,-75,-2,1,109
3670,1758720,15,3,-23,-2,1,109
20145,1758720,15,3,-8,0,0,109
3670,1758720,15,3,-37,-2,1,109
20410,1758720,15,3,-97,-2,1,109
14715,1758720,15,3,-22,-2,1,109
14731,1758720,15,3,-43,-2,1,109
22405,1758720,15,3,-7,-2,1,109
14715,1758720,15,3,-14,-2,1,109
20410,1758720,15,3,-56,-2,1,109
3670,1758720,15,3,-23,-2,1,109
20145,1758720,15,3,-26,0,0,109
20410,1758720,15,3,-69,-2,1,109
20145,1758720,15,3,-36,0,0,109
22401,1758720,15,3,-97,-2,1,109
16306,1758720,15,3,-65,-2,1,109
3737,1758720,15,3,-42,-2,1,109
16306,1758720,15,3,-7,-2,1,109
14715,1758720,15,3,-97,-2,1,109
15554,1758720,15,3,-70,-2,1,109
22401,1758720,15,3,-7,-2,1,109
14731,1758720,15,3,-42,-2,1,109
3364,1758720,15,3,-97,-2,1,109
20410,1758720,15,3,-9,-2,1,109
14715,1758720,15,3,-23,-2,1,109
20410,1758720,15,3,-36,-2,1,109
20353,1758274,15,3,0,0,0,81
14715,1758720,15,3,-57,-2,1,109
14715,1758720,15,3,-7,-2,1,109
14715,1758720,15,3,-22,0,0,109
21626,1758274,15,3,0,0,0,81
20145,1758720,15,3,-48,0,0,109
15554,1758720,15,3,-64,-2,1,109
3341,1758720,15,3,-78,-2,1,109
14715,1758720,15,3,-55,-2,1,109
14715,1758720,15,3,-70,-2,1,109
3737,1758720,15,3,-43,-2,1,109
20145,1758720,15,3,-8,0,0,109
20142,1758720,15,3,-47,-2,1,109
3683,1758720,15,3,-76,-2,1,109
14715,1758720,15,3,-55,-2,1,109
3364,1758720,15,3,-70,-2,1,109
3670,1758720,15,3,-42,-2,1,109
3670,1758720,15,3,-65,-2,1,109
22401,1758720,15,3,-61,-2,1,109
14731,1758720,15,3,-84,-2,1,109
3459,1758720,15,3,-65,-2,1,109
20406,1758720,15,3,-48,-2,1,109
3670,1758720,15,3,-36,-2,1,109
20410,1758720,15,3,-62,-2,1,109
20142,1758720,15,3,-54,-2,1,109
20353,1758274,15,3,0,0,0,81
14715,1758720,15,3,-54,-2,1,109
3364,1758720,15,3,-44,-2,1,109
14715,1758720,15,3,-7,0,0,109
14715,1758720,15,3,-47,-2,1,109
20145,1758720,15,3,-33,0,0,109
20410,1758720,15,3,-61,-2,1,109
3737,1758720,15,3,-43,-2,1,109
22401,1758720,15,3,-98,-2,1,109
14715,1758720,15,3,-40,-2,1,109
20406,1758720,15,3,-98,-2,1,109
20145,1758720,15,3,-27,0,0,109
20406,1758720,15,3,-19,-2,1,109
20410,1758720,15,3,-27,-2,1,109
22401,1758720,15,3,-98,-2,1,109
3737,1758720,15,3,-97,-2,1,109
3683,1758720,15,3,-76,-2,1,109
3670,1758720,15,3,-58,-2,1,109
20145,1758720,15,3,-64,0,0,109
3558,1758274,15,3,0,0,0,81
3737,1758720,15,3,-37,-2,1,109
20145,1758720,15,3,-36,0,0,109
3683,1758720,15,3,-90,-2,1,109
3670,1758720,15,3,-65,-2,1,109
3613,1758720,15,3,-75,-2,1,109
15541,1758274,15,3,0,0,0,81
20145,1758720,15,3,-12,0,0,109
22405,1758720,15,3,-48,-2,1,109
20406,1758720,15,3,-42,-2,1,109
20145,1758720,15,3,-28,0,0,109
22405,1758720,15,3,-97,-2,1,109
20145,1758720,15,3,-23,0,0,109
20145,1758720,15,3,-21,0,0,109
20145,1758720,15,3,-26,0,0,109
20142,1758720,15,3,-69,-2,1,109
15541,1758274,15,3,0,0,0,81
20145,1758720,15,3,-44,0,0,109
20145,1758720,15,3,-64,0,0,109
20410,1758720,15,3,-96,-2,1,109
14715,1758720,15,3,-41,-2,1,109
20410,1758720,15,3,-30,-2,1,109
20406,1758720,15,3,-97,-2,1,109
16306,1758720,15,3,-47,-2,1,109
20145,1758720,15,3,-70,0,0,109
20145,1758720,15,3,-8,0,0,109
20410,1758720,15,3,-16,-2,1,109
20406,1758720,15,3,-34,-2,1,109
20410,1758720,15,3,-42,-2,1,109
14715,1758720,15,3,-51,-2,1,109
20145,1758720,15,3,-12,0,0,109
15554,1758720,15,3,-72,-2,1,109
20145,1758720,15,3,-44,0,0,109
20406,1758720,15,3,-62,-2,1,109
20145,1758720,15,3,-35,0,0,109
20410,1758720,15,3,-35,-2,1,109
14715,1758720,15,3,-40,-2,1,109
16306,1758720,15,3,-89,-2,1,109
22401,1758720,15,3,-55,-2,1,109
20406,1758720,15,3,-70,-2,1,109
3748,1758274,15,3,0,0,0,81
14715,1758720,15,3,-7,-2,1,109
20145,1758720,15,3,-43,0,0,109
14731,1758720,15,3,-63,-2,1,109
22405,1758720,15,3,-41,-2,1,109
16306,1758720,15,3,-36,-2,1,109
15541,1758274,15,3,0,0,0,81
20410,1758720,15,3,-61,-2,1,109
3748,1758274,15,3,0,0,0,81
3341,1758720,15,3,-23,-2,1,109
14715,1758720,15,3,-14,-2,1,109
14715,1758720,15,3,-97,-2,1,109
3364,1758720,15,3,-69,-2,1,109
20145,1758720,15,3,-70,0,0,109
14731,1758720,15,3,-35,-2,1,109
20410,1758720,15,3,-57,-2,1,109
20410,1758720,15,3,-7,-2,1,109
16306,1758720,15,3,-62,-2,1,109
14715,1758720,15,3,-42,-2,1,109
14715,1758720,15,3,-43,-2,1,109
20145,1758720,15,3,-26,0,0,109
20145,1758720,15,3,-26,0,0,109
20410,1758720,15,3,-97,-2,1,109
14715,1758720,15,3,-43,-2,1,109
20353,1758274,15,3,0,0,0,81
20145,1758720,15,3,-35,0,0,109
20145,1758720,15,3,-16,0,0,109
3364,1758720,15,3,-42,-2,1,109
14731,1758720,15,3,-51,-2,1,109
3364,1758720,15,3,-89,-2,1,109
16306,1758720,15,3,-97,-2,1,109
22401,1758720,15,3,-54,-2,1,109
3364,1758720,15,3,-23,-2,1,109
20145,1758720,15,3,-26,0,0,109
20145,1758720,15,3,-6,0,0,109
20145,1758720,15,3,-14,0,0,109
3364,1758720,15,3,-33,-2,1,109
3683,1758720,15,3,-30,-2,1,109
20145,1758720,15,3,-20,0,0,109
20353,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
14731,1758720,15,3,-63,-2,1,109
20145,1758720,15,3,-43,0,0,109
3737,1758720,15,3,-42,-2,1,109
20410,1758720,15,3,-54,-2,1,109
20145,1758720,15,3,-42,0,0,109
3341,1758720,15,3,-93,-2,1,109
14715,1758720,15,3,-7,-2,1,109
20410,1758720,15,3,-76,-2,1,109
20145,1758720,15,3,-35,0,0,109
20410,1758720,15,3,-90,-2,1,109
3670,1758720,15,3,-26,-2,1,109
20406,1758720,15,3,-47,-2,1,109
14715,1758720,15,3,-64,-2,1,109
20145,1758720,15,3,-41,0,0,109
20353,1758274,15,3,0,0,0,81
16306,1758720,15,3,-93,-2,1,109
14731,1758720,15,3,-69,-2,1,109
20145,1758720,15,3,-8,0,0,109
20145,1758720,15,3,-43,0,0,109
20145,1758720,15,3,-8,0,0,109
14731,1758720,15,3,-97,-2,1,109
16306,1758720,15,3,-47,-2,1,109
20145,1758720,15,3,-16,0,0,109
3364,1758720,15,3,-61,-2,1,109
20353,1758274,15,3,0,0,0,81
20145,1758720,15,3,-41,0,0,109
20145,1758720,15,3,-41,0,0,109
20145,1758720,15,3,-21,0,0,109
20145,1758720,15,3,-64,0,0,109
4479,1758720,15,3,0,1,0,11
22401,1758720,15,3,-12,-2,1,109
14715,1758720,15,3,-7,-2,1,109
3545,1752621,15,3,0,2,0,81
22405,1758720,15,3,-75,-2,1,109
20145,1758720,15,3,-42,0,0,109
3670,1758720,15,3,-58,-2,1,109
3341,1758720,15,3,-78,-2,1,109
20406,1758720,15,3,-30,-2,1,109
19532,1768790,15,3,-5,-2,1,18
20145,1758720,15,3,-43,0,0,109
20406,1758720,15,3,-34,-2,1,109
20145,1758720,15,3,-48,0,0,109
3459,1758720,15,3,-97,-2,1,109
16306,1758720,15,3,-7,-2,1,109
3683,1758720,15,3,-61,-2,1,109
14715,1758720,15,3,-44,-2,1,109
20145,1758720,15,3,-20,0,0,109
20410,1758720,15,3,-7,0,0,109
20145,1758720,15,3,-42,0,0,109
20145,1758720,15,3,-6,0,0,109
20353,1758274,15,3,0,0,0,81
20406,1758720,15,3,-7,-2,1,109
3341,1758720,15,3,-13,-2,1,109
16306,1758720,15,3,-98,-2,1,109
20353,1758274,15,3,0,0,0,81
3683,1758720,15,3,-54,-2,1,109
14731,1758720,15,3,-69,-2,1,109
20145,1758720,15,3,-41,0,0,109
14715,1758720,15,3,-63,-2,1,109
21823,1758274,15,3,0,0,0,81
16306,1758720,15,3,-50,-2,1,109
20353,1758274,15,3,0,0,0,81
20145,1758720,15,3,-16,0,0,109
20406,1758720,15,3,-7,-2,1,109
14715,1758720,15,3,-97,-2,1,109
14715,1758720,15,3,-48,-2,1,109
15554,1758720,15,3,-7,-2,1,109
20410,1758720,15,3,-71,-2,1,109
20142,1758720,15,3,-54,-2,1,109
20142,1758720,15,3,-47,-2,1,109
14715,1758720,15,3,-47,-2,1,109
16306,1758720,15,3,-26,-2,1,109
20145,1758720,15,3,-13,0,0,109
3737,1758720,15,3,-57,-2,1,109
22401,1758720,15,3,-7,-2,1,109
3683,1758720,15,3,-58,-2,1,109
14715,1758720,15,3,-85,-2,1,109
20410,1758720,15,3,-57,-2,1,109
20145,1758720,15,3,-12,0,0,109
20353,1758274,15,3,0,0,0,81
22401,1758720,15,3,-75,-2,1,109
3737,1758720,15,3,-7,-2,1,109
15995,1758720,15,3,-61,-2,1,109
15554,1758720,15,3,-63,-2,1,109
20353,1758274,15,3,0,0,0,81
16158,1758274,15,3,0,0,0,81
14715,1758720,15,3,-54,-2,1,109
20145,1758720,15,3,-12,0,0,109
14715,1758720,15,3,-96,-2,1,109
22405,1758720,15,3,-64,-2,1,109
22332,1758720,15,3,0,1,0,11
20145,1758720,15,3,-7,0,0,109
3683,1758720,15,3,-7,-2,1,109
15554,1758720,15,3,-70,-2,1,109
20406,1758720,15,3,-37,-2,1,109
20353,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
20406,1758720,15,3,-62,-2,1,109
3364,1758720,15,3,-47,-2,1,109
20145,1758720,15,3,-19,0,0,109
20145,1758720,15,3,-12,0,0,109
15358,1758720,15,3,-7,-2,1,109
14715,1758720,15,3,-85,-2,1,109
20145,1758720,15,3,-21,0,0,109
14715,1758720,15,3,-91,-2,1,109
20353,1758274,15,3,0,0,0,81
20410,1758720,15,3,-76,-2,1,109
20145,1758720,15,3,-6,0,0,109
20406,1758720,15,3,-7,-2,1,109
3683,1758720,15,3,-90,-2,1,109
3558,1758274,15,3,0,0,0,81
20145,1758720,15,3,-6,0,0,109
3670,1758720,15,3,-48,-2,1,109
15234,1758720,15,3,-75,-2,1,109
20145,1758720,15,3,-20,0,0,109
20410,1758720,15,3,-76,-2,1,109
3748,1758274,15,3,0,0,0,81
14731,1758720,15,3,-37,-2,1,109
20142,1758720,15,3,-57,-2,1,109
20353,1758274,15,3,0,0,0,81
20145,1758720,15,3,-19,0,0,109
14731,1758720,15,3,-70,-2,1,109
20145,1758720,15,3,-50,0,0,109
16306,1758720,15,3,-97,-2,1,109
15541,1758274,15,3,0,0,0,81
3683,1758720,15,3,-98,-2,1,109
20145,1758720,15,3,-26,0,0,109
3683,1758720,15,3,-61,-2,1,109
20410,1758720,15,3,-57,-2,1,109
16306,1758720,15,3,-75,-2,1,109
20145,1758720,15,3,-40,0,0,109
20410,1758720,15,3,-62,-2,1,109
20353,1758274,15,3,0,0,0,81
20145,1758720,15,3,-42,0,0,109
3683,1758720,15,3,-98,-2,1,109
3670,1758720,15,3,-57,-2,1,109
20353,1758274,15,3,0,0,0,81
3319,1759025,15,3,0,2,0,81
20410,1758720,15,3,-90,-2,1,109
14731,1758720,15,3,-61,-2,1,109
3670,1758720,15,3,-57,-2,1,109
20410,1758720,15,3,-20,0,0,109
3683,1758720,15,3,-93,-2,1,109
14731,1758720,15,3,-96,-2,1,109
20145,1758720,15,3,-27,0,0,109
14731,1758720,15,3,-27,-2,1,109
15554,1758720,15,3,-68,-2,1,109
3364,1758720,15,3,-28,-2,1,109
3737,1758720,15,3,-97,-2,1,109
16306,1758720,15,3,-48,-2,1,109
20145,1758720,15,3,-75,0,0,109
20145,1758720,15,3,-42,0,0,109
15554,1758720,15,3,-97,-2,1,109
16306,1758720,15,3,-7,-2,1,109
20410,1758720,15,3,-20,0,0,109
20410,1758720,15,3,-35,0,0,109
14715,1758720,15,3,-89,-2,1,109
20145,1758720,15,3,-6,0,0,109
20410,1758720,15,3,-97,-2,1,109
20406,1758720,15,3,-70,-2,1,109
14715,1758720,15,3,-16,-2,1,109
14731,1758720,15,3,-29,-2,1,109
3459,1758720,15,3,-65,-2,1,109
14731,1758720,15,3,-70,-2,1,109
14715,1758720,15,3,-76,-2,1,109
20410,1758720,15,3,-44,-2,1,109
14715,1758720,15,3,-91,-2,1,109
20145,1758720,15,3,0,2,0,2
20353,1758274,15,3,0,0,0,81
15744,1758720,15,3,-54,-2,1,109
3364,1758720,15,3,-41,-2,1,109
3364,1758720,15,3,-97,-2,1,109
20145,1758720,15,3,-12,0,0,109
16306,1758720,15,3,-89,-2,1,109
20353,1758274,15,3,0,0,0,81
20145,1758720,15,3,-43,0,0,109
3364,1758720,15,3,-22,-2,1,109
20410,1758720,15,3,-12,-2,1,109
3341,1758720,15,3,-7,-2,1,109
22401,1758720,15,3,-7,-2,1,109
20145,1758720,15,3,-20,0,0,109
20406,1758720,15,3,-65,-2,1,109
20410,1758720,15,3,-9,-2,1,109
14715,1758720,15,3,-72,-2,1,109
15234,1758720,15,3,-7,-2,1,109
20145,1758720,15,3,-6,0,0,109
20145,1758720,15,3,-48,0,0,109
22405,1758720,15,3,-65,-2,1,109
20145,1758720,15,3,-20,0,0,109
20410,1758720,15,3,-97,-2,1,109
3545,1752621,15,3,0,2,0,81
3364,1758720,15,3,-7,-2,1,109
20145,1758720,15,3,-40,0,0,109
20145,1758720,15,3,-21,0,0,109
15744,1758720,15,3,-98,-2,1,109
20145,1758720,15,3,-41,0,0,109
14715,1758720,15,3,-47,-2,1,109
22338,1759025,15,3,0,1,0,2
14715,1758720,15,3,-56,-2,1,109
14715,1758720,15,3,-70,-2,1,109
16306,1758720,15,3,-26,-2,1,109
20353,1758274,15,3,0,0,0,81
20145,1758720,15,3,-6,0,0,109
20142,1758720,15,3,-7,-2,1,109
20353,1758274,15,3,0,0,0,81
20145,1758720,15,3,-42,0,0,109
3364,1758720,15,3,-43,-2,1,109
20145,1758720,15,3,-40,0,0,109
20145,1758720,15,3,-55,0,0,109
20145,1758720,15,3,-63,0,0,109
20410,1758720,15,3,-14,-2,1,109
14731,1758720,15,3,-40,-2,1,109
20406,1758720,15,3,-7,-2,1,109
20410,1758720,15,3,-15,-2,1,109
20145,1758720,15,3,-19,0,0,109
14731,1758720,15,3,-96,-2,1,109
20145,1758720,15,3,-8,0,0,109
20145,1758720,15,3,-42,0,0,109
20410,1758720,15,3,-76,-2,1,109
20353,1758274,15,3,0,0,0,81
3670,1758720,15,3,-26,-2,1,109
3364,1758720,15,3,-70,-2,1,109
14731,1758720,15,3,-58,-2,1,109
14715,1758720,15,3,-56,-2,1,109
14731,1758720,15,3,-68,-2,1,109
15744,1758720,15,3,-62,-2,1,109
15554,1758720,15,3,-97,-2,1,109
