Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Prediction
20145,1758720,15,4,0,0,0,35
3271,1758720,15,4,0,0,0,81
3303,1758720,15,4,-3,-3,1,109
3303,1758720,15,4,-3,-3,1,35
22337,1759025,15,4,-4,0,0,2
15468,1752621,15,2,0,2,0,35
3719,1752621,15,2,0,2,0,35
3651,1758720,15,3,0,7,0,2
16472,1758720,16,3,0,2,0,11
16545,1758720,16,3,0,1,0,11
20895,1758720,16,3,0,2,0,11
16545,1758720,16,3,0,1,0,11
16545,1758720,16,3,0,2,0,11
16472,1758720,16,3,0,2,0,11
2652,1758720,2,3,-1,0,0,2
22738,1759025,16,4,0,0,0,2
22738,1759025,16,4,-3,0,0,109
22738,1759025,16,4,0,0,0,2
22738,1759025,16,4,-3,0,0,109
22738,1759025,16,4,0,0,0,2
16464,1758720,16,4,-3,-3,1,35
16464,1758720,16,4,-3,-3,1,109
16464,1758720,16,4,-3,-3,1,35
22652,1759025,16,4,0,0,0,2
22652,1759025,16,4,0,0,0,2
22652,1759025,16,4,0,0,0,2
16472,1758720,16,3,0,2,0,11
16469,1758720,16,3,0,1,0,11
20895,1758720,16,3,0,2,0,11
2825,1759025,2,4,-5,0,0,81
2825,1759025,2,4,-5,-1,1,81
22544,1758274,2,2,0,2,0,25
22544,1758274,2,2,0,2,0,25
22544,1758274,2,2,0,2,0,25
22544,1758274,2,2,0,2,0,25
22544,1758274,2,2,0,2,0,25
22544,1758274,2,4,-1,1,1,109
22544,1758274,2,2,0,2,0,25
22544,1758274,2,4,-1,1,1,109
22544,1758274,2,4,-1,1,1,25
22544,1758274,2,4,-1,1,1,109
22544,1758274,2,2,0,2,0,25
2652,1758720,2,4,-1,0,1,109
2652,1758720,2,4,-1,0,1,109
2652,1758720,2,4,-1,0,1,109
2652,1758720,2,4,-1,0,1,109
2652,1758720,2,4,-1,0,1,109
2652,1758720,2,4,-33,-32,1,109
2652,1758720,2,4,-1,0,1,109
2652,1758720,2,4,-1,0,1,109
2652,1758720,2,4,-1,0,1,109
2652,1758720,2,4,-1,0,1,109
2652,1758720,2,4,-1,0,1,109
2652,1758720,2,4,-1,0,1,109
2652,1758720,2,4,-1,0,1,109
2652,1758720,2,4,-1,0,1,109
2652,1758720,2,4,-1,0,1,109
2652,1758720,2,4,-1,0,1,109
22014,1752621,2,2,0,2,0,2
21849,1768790,2,4,-14,-12,1,2
14983,1759117,5,4,-1,1,1,109
3012,1759117,5,4,-1,1,1,109
21734,1759117,5,4,-1,1,1,109
3012,1759117,5,4,-1,1,1,109
14983,1759117,5,4,-1,1,1,109
21734,1759117,5,4,-1,1,1,109
3012,1759117,5,4,-1,1,1,109
3012,1759117,5,4,-1,1,1,109
3012,1759117,5,4,-1,1,1,109
1959,1759117,5,4,-1,1,1,109
1959,1759117,5,4,-1,1,1,109
1959,1759117,5,4,-1,1,1,109
3012,1759117,5,4,-1,1,1,109
3012,1759117,5,4,-1,1,1,109
5209,1759117,5,4,-1,1,1,109
5209,1759117,5,4,-1,1,1,109
3012,1759117,5,4,-41,0,0,2
2508,1759117,5,4,-4,0,0,109
2868,1759117,5,4,-6,0,0,10
3012,1759117,5,4,-27,0,0,81
2591,1758274,5,3,-4,0,0,109
20351,1758274,5,3,0,0,0,81
19364,1758274,5,3,0,0,0,81
20401,1758720,5,3,0,3,0,81
2374,1758274,5,3,0,0,0,81
14207,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
2852,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
2043,1759117,5,4,0,0,0,81
14983,1759117,5,4,0,0,0,81
1959,1759117,5,4,-1,1,1,109
3012,1759117,5,4,-1,1,1,109
3012,1759117,5,4,-1,1,1,109
21734,1759117,5,4,-1,1,1,109
2508,1759117,5,4,-1,1,1,2
3012,1759117,5,4,-1,1,1,109
2508,1759117,5,4,-1,1,1,109
2508,1759117,5,4,-1,1,1,2
1959,1759117,5,4,-1,1,1,109
3012,1759117,5,4,-1,1,1,2
2508,1759117,5,4,-1,1,1,109
5209,1759117,5,4,-1,1,1,109
15217,1759117,5,4,-1,1,1,109
2383,1759117,5,4,-1,1,1,2
3012,1759117,5,4,-1,1,1,109
15737,1759117,5,4,-1,1,1,2
15593,1759117,5,4,-1,1,1,109
2508,1759117,5,4,-1,1,1,109
3012,1759117,5,4,-1,1,1,109
3012,1759117,5,4,-1,1,1,2
1959,1759117,5,4,-1,1,1,109
3012,1759117,5,4,-1,1,1,109
22426,1758720,5,3,0,0,0,3
2852,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
19727,1768790,5,3,0,2,0,2
14324,1759025,5,3,-29,-25,1,81
15593,1759117,5,3,0,2,0,2
20150,1758720,5,3,0,2,0,35
21483,1768790,5,3,0,0,0,3
2847,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
2829,1752621,5,3,-6,-4,1,109
20351,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
2847,1758274,5,3,0,0,0,81
3134,1758720,5,3,-1,0,0,81
20351,1758274,5,3,0,3,0,109
20351,1758274,5,3,0,3,0,2
8934,1759117,5,3,0,2,0,2
20351,1758274,5,3,0,0,0,81
2374,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
2852,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
2382,1759025,5,3,-29,-25,1,81
20401,1758720,5,3,0,3,0,81
20351,1758274,5,3,0,0,0,81
2847,1758274,5,3,0,0,0,81
2049,1759025,5,3,0,2,0,2
2646,1758720,5,3,0,3,0,81
21821,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
2852,1758274,5,3,0,0,0,81
14734,1759025,5,3,0,3,0,2
20351,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
3012,1759117,5,3,-41,-40,1,2
21821,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
20401,1758720,5,3,0,3,0,81
21821,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
3012,1759117,5,3,-27,-25,1,81
21821,1758274,5,3,0,0,0,81
1955,1752621,5,3,-5,-1,1,35
21821,1758274,5,3,0,0,0,81
2852,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
2852,1758274,5,3,0,0,0,81
2732,1759025,5,3,0,2,0,2
20351,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
2852,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
2732,1759025,5,3,-4,-1,1,109
20351,1758274,5,3,0,0,0,81
20401,1758720,5,3,0,3,0,81
21821,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
20351,1758274,5,3,0,0,0,81
22263,1752621,5,3,0,3,0,2
14324,1759025,5,4,0,2,0,2
14324,1759025,5,4,0,2,0,2
2052,1759025,5,2,-4,-1,1,2
3018,1758274,5,2,0,0,0,81
3018,1758274,5,2,0,0,0,81
20351,1758274,5,2,0,0,0,81
20351,1758274,5,2,0,0,0,81
15732,1758274,5,4,-33,-32,1,109
2007,1758274,5,2,0,0,0,81
3018,1758274,5,2,0,0,0,81
2591,1758274,5,4,-14,-13,1,109
2088,1759025,5,4,0,0,0,72
14324,1759025,5,4,-29,-27,1,81
4851,1759025,5,4,-4,0,0,2
2049,1759025,5,4,-5,-1,1,81
2855,1759025,5,4,0,0,0,109
2853,1759025,5,4,0,0,0,81
2701,1759025,5,4,-5,-1,1,81
2701,1759025,5,4,-5,0,0,81
2049,1759025,5,4,-5,0,0,81
2382,1759025,5,4,-29,-27,1,81
20351,1758274,5,2,0,2,0,25
22540,1758274,5,2,0,2,0,25
20351,1758274,5,2,0,2,0,25
20351,1758274,5,2,0,2,0,25
22540,1758274,5,2,0,2,0,25
20351,1758274,5,2,0,2,0,25
20351,1758274,5,2,0,2,0,25
20351,1758274,5,2,0,2,0,25
20351,1758274,5,2,0,2,0,25
22540,1758274,5,2,0,2,0,25
22540,1758274,5,2,0,2,0,25
22540,1758274,5,2,0,2,0,25
22540,1758274,5,4,-1,1,1,109
20351,1758274,5,4,-1,1,1,109
22540,1758274,5,4,-1,1,1,109
22540,1758274,5,4,-1,1,1,25
22540,1758274,5,4,-1,1,1,109
20351,1758274,5,2,0,2,0,25
20351,1758274,5,2,0,2,0,25
22540,1758274,5,2,0,2,0,25
20351,1758274,5,2,0,2,0,25
22540,1758274,5,2,0,2,0,25
20351,1758274,5,2,0,2,0,25
3134,1758720,5,4,-1,0,1,109
2243,1758720,5,4,-1,0,1,109
3134,1758720,5,4,-1,0,1,109
3134,1758720,5,4,-1,0,1,109
2243,1758720,5,4,-1,0,1,109
3134,1758720,5,4,-1,0,1,109
3134,1758720,5,4,-1,0,1,109
20401,1758720,5,4,0,3,0,81
3134,1758720,5,4,-1,0,1,109
3134,1758720,5,4,-1,0,1,109
20401,1758720,5,4,0,3,0,81
3134,1758720,5,4,-1,0,1,109
3134,1758720,5,4,-1,0,1,109
20401,1758720,5,4,0,3,0,81
3134,1758720,5,4,-1,0,1,109
2312,1758720,5,4,-1,6,1,109
3134,1758720,5,4,-1,0,1,109
3134,1758720,5,4,-33,-32,1,109
3134,1758720,5,4,-1,0,1,81
2646,1758720,5,4,0,3,0,81
20401,1758720,5,4,0,3,0,81
3134,1758720,5,4,-1,0,1,109
3134,1758720,5,4,-1,0,1,109
3134,1758720,5,4,-1,0,1,109
2243,1758720,5,4,-1,0,1,109
20150,1758720,5,4,0,0,0,35
2510,1758720,5,4,0,0,0,81
2311,1758720,5,4,0,0,0,81
2999,1758720,5,4,0,0,0,81
15467,1752621,5,2,-5,-1,1,35
2451,1752621,5,4,0,0,0,81
2451,1752621,5,4,-5,-1,1,109
3120,1752621,5,4,-6,-4,1,109
19307,1752621,5,4,-5,-1,1,81
19307,1752621,5,4,-5,0,0,81
3120,1752621,5,4,-6,-4,1,109
2451,1752621,5,4,-5,0,0,81
2829,1752621,5,4,-5,-1,1,109
19839,1752621,5,4,0,0,0,81
14982,1752621,5,4,0,0,0,81
2451,1752621,5,4,-1,0,0,109
2451,1752621,5,4,-6,-4,1,109
2451,1752621,5,4,-5,-1,1,81
14728,1752621,5,4,-1,2,1,109
19307,1752621,5,4,-1,1,1,81
15467,1752621,5,4,-1,1,1,109
2451,1752621,5,4,-1,1,1,109
19296,1752621,5,4,-1,2,1,109
19307,1752621,5,4,-2,1,1,81
1955,1752621,5,4,-1,1,1,109
19296,1752621,5,4,-1,2,1,109
14728,1752621,5,4,-1,2,1,109
22010,1752621,5,2,0,2,0,2
2010,1752621,5,2,0,2,0,2
19296,1752621,5,2,0,2,0,35
21483,1768790,5,4,-1,0,0,109
21618,1768790,5,4,-1,0,0,109
21847,1768790,5,4,-14,-12,1,2
20441,1768790,5,4,-34,-29,1,109
19689,1768790,5,4,-6,0,0,109
19689,1768790,5,4,-5,-1,1,109
21483,1768790,5,4,-1,0,0,109
21618,1768790,5,4,-1,0,0,109
21618,1768790,5,4,-5,-1,1,109
20441,1768790,5,4,-6,-4,1,109
20441,1768790,5,4,-6,-4,1,2
20441,1768790,5,4,-34,-29,1,109
20441,1768790,5,4,-39,-34,1,109
19706,1768790,5,4,0,0,0,81
20516,1768790,5,4,-1,1,1,109
20516,1768790,5,4,-1,1,1,2
22334,1759025,5,4,-5,0,0,109
20786,1759117,6,4,-1,1,1,109
20786,1759117,6,4,-1,1,1,109
20786,1759117,6,4,-1,1,1,109
20786,1759117,6,2,0,2,0,25
20786,1759117,6,2,0,2,0,25
20789,1758720,6,3,0,2,0,81
20786,1759117,6,2,0,2,0,25
20786,1759117,6,4,-1,1,1,109
20786,1759117,6,4,-1,1,1,109
20786,1759117,6,4,-1,1,1,109
20786,1759117,6,4,-1,1,1,109
20786,1759117,6,4,-1,1,1,109
20790,1752621,6,3,0,2,0,81
20790,1752621,6,3,-4,10,1,10
20786,1759117,6,2,0,2,0,25
20786,1759117,6,2,0,2,0,25
20786,1759117,6,2,0,2,0,25
20786,1759117,6,2,0,2,0,25
20787,1758274,6,4,-1,1,1,109
20789,1758720,6,4,0,2,0,81
20790,1752621,6,3,-4,10,1,10
2816,1759117,8,4,-6,0,0,10
2986,1752621,8,4,-5,-1,1,109
3721,1759117,15,4,-1,1,1,109
3755,1759117,15,4,-1,1,1,109
3755,1759117,15,4,-1,1,1,2
3721,1759117,15,4,-1,1,1,109
21736,1759117,15,4,-1,1,1,109
5179,1759117,15,4,-1,1,1,109
3721,1759117,15,4,-1,1,1,109
3721,1759117,15,4,-1,1,1,109
3721,1759117,15,4,-1,1,1,109
3434,1759117,15,4,-1,1,1,109
21736,1759117,15,4,-1,1,1,109
3721,1759117,15,4,-1,1,1,2
3434,1759117,15,4,-1,1,1,109
3721,1759117,15,4,-1,1,1,109
15595,1759117,15,4,-1,1,1,2
15595,1759117,15,4,-1,1,1,109
3434,1759117,15,4,-1,1,1,109
3200,1759117,15,4,-1,1,1,2
5179,1759117,15,4,-1,1,1,109
3434,1759117,15,4,-1,1,1,109
3721,1759117,15,4,-1,1,1,109
14984,1759117,15,4,-1,1,1,109
14984,1759117,15,4,-1,1,1,109
15215,1759117,15,4,-1,1,1,109
3721,1759117,15,4,-1,1,1,2
3721,1759117,15,4,-1,1,1,109
3755,1759117,15,4,-1,1,1,109
3434,1759117,15,4,-1,1,1,109
21736,1759117,15,4,-1,1,1,109
5179,1759117,15,4,-1,1,1,109
21736,1759117,15,4,-1,1,1,109
3721,1759117,15,4,-1,1,1,2
3755,1759117,15,4,-1,1,1,2
3721,1759117,15,4,-1,1,1,109
3721,1759117,15,4,-1,1,1,109
3737,1758720,15,4,0,3,0,81
3280,1758720,15,4,-1,0,1,109
3280,1758720,15,4,-1,0,1,109
3280,1758720,15,4,-1,0,1,109
20410,1758720,15,4,0,3,0,81
3280,1758720,15,4,-1,0,1,109
14723,1752621,15,4,-1,2,1,109
3364,1758720,15,4,0,0,0,81
3245,1758720,15,4,0,0,0,81
20145,1758720,15,4,0,0,0,35
3418,1758720,15,4,0,0,0,81
20410,1758720,15,4,0,3,0,81
3280,1758720,15,4,-1,0,1,109
20410,1758720,15,4,0,3,0,81
3280,1758720,15,4,-1,0,1,109
3204,1758720,15,4,-1,0,1,109
3280,1758720,15,4,-1,0,1,109
3280,1758720,15,4,-33,-32,1,109
3280,1758720,15,4,-1,0,1,81
20353,1758274,15,4,-1,1,1,109
22542,1758274,15,4,-1,1,1,109
15731,1758274,15,4,-33,-32,1,109
3497,1758274,15,4,-14,-13,1,109
3701,1759025,15,4,-5,-1,1,81
14325,1759025,15,4,-29,-27,1,81
3701,1759025,15,4,-5,0,0,81
4846,1759025,15,4,-4,0,0,2
3306,1759025,15,4,0,0,0,109
3717,1759025,15,4,-29,-27,1,81
3330,1759025,15,4,-5,0,0,81
3407,1759025,15,4,0,0,0,81
3330,1759025,15,4,-5,-1,1,81
3687,1759025,15,4,0,0,0,72
3755,1759117,15,4,-4,0,0,109
3721,1759117,15,4,-27,0,0,81
3417,1759117,15,4,-6,0,0,10
3721,1759117,15,4,-41,0,0,2
3241,1759117,15,4,0,0,0,81
3755,1759117,15,4,-1,1,1,109
3721,1759117,15,4,-1,1,1,109
3721,1759117,15,4,-1,1,1,109
3545,1752621,15,4,-5,0,0,81
3545,1752621,15,4,-6,-4,1,109
3545,1752621,15,4,0,0,0,81
19841,1752621,15,4,0,0,0,81
3545,1752621,15,4,-1,0,0,109
3545,1752621,15,4,-5,-1,1,81
3367,1752621,15,4,-6,-4,1,109
19311,1752621,15,4,-5,-1,1,81
3545,1752621,15,4,-5,-1,1,109
20353,1758274,15,2,0,2,0,25
21823,1758274,15,3,0,0,0,81
3280,1758720,15,3,-1,0,0,81
20353,1758274,15,3,0,0,0,81
19635,1768790,15,3,0,2,0,2
21823,1758274,15,3,0,0,0,81
3690,1758274,15,3,0,0,0,81
3414,1752621,15,4,-5,-1,1,109
4808,1752621,15,4,-4,0,0,109
19311,1752621,15,4,-5,0,0,81
3545,1752621,15,4,-1,0,0,109
3721,1759117,15,4,-1,1,1,109
14325,1759025,15,4,0,2,0,2
14325,1759025,15,4,0,2,0,2
3306,1759025,15,4,0,2,0,81
22542,1758274,15,4,-1,1,1,109
22542,1758274,15,4,-1,1,1,109
22542,1758274,15,4,-1,1,1,25
20410,1758720,15,4,0,3,0,81
15554,1758720,15,4,-11,-7,1,109
3280,1758720,15,4,-1,0,1,109
3651,1758720,15,4,-1,6,1,109
3204,1758720,15,4,-1,0,1,109
3280,1758720,15,4,-1,0,1,109
3280,1758720,15,4,-1,0,1,109
3280,1758720,15,4,-1,0,1,109
3204,1758720,15,4,-1,0,1,109
3280,1758720,15,4,-1,0,1,109
3412,1758720,15,4,-11,-7,1,109
3280,1758720,15,4,-1,0,1,109
3280,1758720,15,4,-1,0,1,109
14715,1758720,15,4,0,3,0,81
3545,1752621,15,4,-1,1,1,109
3719,1752621,15,4,-1,1,1,109
19311,1752621,15,4,-1,1,1,81
15468,1752621,15,4,-1,1,1,109
14723,1752621,15,4,-1,2,1,109
19301,1752621,15,4,-1,2,1,109
19301,1752621,15,4,-1,2,1,109
19311,1752621,15,4,-2,1,1,81
3289,1752621,15,3,0,2,0,81
21823,1758274,15,3,0,0,0,81
19301,1752621,15,2,0,2,0,35
14733,1759025,15,3,0,3,0,2
22542,1758274,15,2,0,2,0,25
3717,1759025,15,3,-29,-25,1,81
3545,1752621,15,3,0,2,0,81
3209,1758274,15,3,0,0,0,81
3209,1758274,15,3,0,0,0,81
3418,1758720,15,3,-999,-999,0,109
20353,1758274,15,3,0,3,0,109
20353,1758274,15,3,0,3,0,2
20353,1758274,15,3,0,0,0,81
22429,1758720,15,3,0,0,0,3
20410,1758720,15,3,0,3,0,81
21823,1758274,15,3,0,0,0,81
21823,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
3209,1758274,15,3,0,0,0,81
3209,1758274,15,3,0,0,0,81
3744,1752621,15,2,0,2,0,2
3545,1752621,15,2,0,0,0,73
22542,1758274,15,2,0,2,0,25
21823,1758274,15,3,0,0,0,81
20410,1758720,15,3,0,3,0,81
20353,1758274,15,3,0,0,0,81
14715,1758720,15,3,0,2,0,81
20353,1758274,15,2,0,2,0,25
20410,1758720,15,3,0,3,0,81
14325,1759025,15,3,-29,-25,1,81
20353,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
20353,1758274,15,2,0,2,0,25
3748,1758274,15,3,0,0,0,81
3748,1758274,15,3,0,0,0,81
3545,1752621,15,3,0,2,0,81
22542,1758274,15,2,0,2,0,25
3568,1759025,15,3,0,2,0,2
20353,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
21823,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
3545,1752621,15,3,0,2,0,81
20353,1758274,15,3,0,0,0,81
3690,1758274,15,3,0,0,0,81
21823,1758274,15,3,0,0,0,81
21823,1758274,15,3,0,0,0,81
3414,1752621,15,3,-6,-4,1,109
20353,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
21823,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
3330,1759025,15,3,0,2,0,2
21823,1758274,15,3,0,0,0,81
15595,1759117,15,3,0,2,0,2
20353,1758274,15,3,0,0,0,81
3690,1758274,15,3,0,0,0,81
21823,1758274,15,3,0,0,0,81
3568,1759025,15,3,-4,-1,1,109
21823,1758274,15,3,0,0,0,81
22265,1752621,15,3,0,3,0,2
20353,1758274,15,2,0,2,0,25
21823,1758274,15,3,0,0,0,81
3427,1759025,15,2,-4,-1,1,2
3748,1758274,15,3,0,0,0,81
3748,1758274,15,3,0,0,0,81
3690,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
22542,1758274,15,2,0,2,0,25
20145,1758720,15,3,0,2,0,35
22542,1758274,15,2,0,2,0,25
20353,1758274,15,2,0,2,0,25
3497,1758274,15,3,-4,0,0,109
3690,1758274,15,3,0,0,0,81
21823,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
20353,1758274,15,2,0,2,0,25
3737,1758720,15,3,0,3,0,81
20353,1758274,15,3,0,0,0,81
3374,1758274,15,2,0,0,0,81
3374,1758274,15,2,0,0,0,81
3690,1758274,15,3,0,0,0,81
8830,1759117,15,3,0,2,0,2
20353,1758274,15,2,0,2,0,25
20353,1758274,15,2,0,2,0,25
3306,1759025,15,3,0,2,0,81
20353,1758274,15,2,0,2,0,25
3719,1752621,15,3,-5,-1,1,35
20353,1758274,15,3,0,0,0,81
15468,1752621,15,2,-5,-1,1,35
3721,1759117,15,3,-41,-40,1,2
3374,1758274,15,2,0,0,0,81
3374,1758274,15,2,0,0,0,81
3264,1752621,15,3,0,0,0,2
14206,1758274,15,3,0,0,0,81
3545,1752621,15,3,0,2,0,81
22542,1758274,15,2,0,2,0,25
19366,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
3209,1758274,15,3,0,0,0,81
3209,1758274,15,3,0,0,0,81
3209,1758274,15,3,0,0,0,3
20353,1758274,15,3,0,0,0,81
20353,1758274,15,2,0,0,0,81
21823,1758274,15,3,0,0,0,81
3342,1758274,15,2,0,0,0,81
20353,1758274,15,2,0,0,0,81
3374,1758274,15,2,0,0,0,81
3374,1758274,15,2,0,0,0,81
20410,1758720,15,3,0,3,0,81
21823,1758274,15,3,0,0,0,81
21823,1758274,15,3,0,0,0,81
21823,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
21823,1758274,15,3,0,0,0,81
20353,1758274,15,3,0,0,0,81
3721,1759117,15,3,-27,-25,1,81
20353,1758274,15,3,0,0,0,81
21484,1768790,15,3,0,0,0,3
20353,1758274,15,2,0,2,0,25
21823,1758274,15,3,0,0,0,81
22542,1758274,15,2,0,2,0,25
20353,1758274,15,3,0,0,0,81
22012,1752621,15,2,0,2,0,2
3690,1758274,15,3,0,0,0,81
3545,1752621,15,3,0,2,0,81
20353,1758274,15,2,0,2,0,25
20353,1758274,15,3,0,0,0,81
21823,1758274,15,3,0,0,0,81
21619,1768790,15,4,-5,-1,1,109
21619,1768790,15,4,-1,0,0,109
20442,1768790,15,4,-34,-29,1,109
21619,1768790,15,4,-1,0,0,109
21848,1768790,15,4,-14,-12,1,2
21619,1768790,15,4,-1,0,0,109
21484,1768790,15,4,-1,0,0,109
20442,1768790,15,4,-6,-4,1,109
20442,1768790,15,4,-6,-4,1,2
20442,1768790,15,4,-34,-29,1,109
21484,1768790,15,4,-1,0,0,109
21619,1768790,15,4,-1,0,0,109
19613,1768790,15,4,0,0,0,81
20363,1768790,15,4,-1,1,1,109
20363,1768790,15,4,-1,1,1,2
22337,1759025,15,4,-5,0,0,109
16518,1758720,16,3,-4,1,1,109
16548,1758720,16,3,0,2,0,11
22482,1758274,16,2,-1,1,1,10
22652,1759025,16,4,-1,-1,1,2
16472,1758720,16,3,0,2,0,11
16499,1758720,16,3,0,2,0,11
16472,1758720,16,3,0,2,0,11
22738,1759025,16,4,-1,0,0,2
3122,1758720,2,3,-49,-2,1,109
2652,1758720,2,3,0,1,0,2
3122,1758720,2,3,-50,-2,1,109
3122,1758720,2,3,-49,-2,1,109
3122,1758720,2,3,-50,-2,1,109
22014,1752621,2,4,-1,0,0,109
22014,1752621,2,4,-1,1,1,109
2825,1759025,2,4,0,0,0,72
21849,1768790,2,4,-15,-13,1,109
21849,1768790,2,4,-1,0,0,109
22544,1758274,2,4,-2,0,0,109
22544,1758274,2,4,-2,0,0,109
22544,1758274,2,4,-2,0,0,109
22544,1758274,2,2,0,2,0,25
22544,1758274,2,4,-1,1,1,109
22544,1758274,2,2,0,2,0,25
22544,1758274,2,4,-1,1,1,109
22544,1758274,2,4,-1,1,1,109
22544,1758274,2,4,-1,1,1,109
22544,1758274,2,2,0,2,0,25
22544,1758274,2,2,0,2,0,25
22544,1758274,2,2,0,2,0,25
22544,1758274,2,2,0,2,0,25
22544,1758274,2,2,0,2,0,25
14717,1758720,5,3,-90,-2,1,109
3054,1758720,5,3,-6,-2,1,109
14732,1758720,5,3,-89,-2,1,109
14732,1758720,5,3,-12,-2,1,109
1961,1758274,5,3,0,0,0,81
20401,1758720,5,3,-89,-2,1,109
15559,1758720,5,3,-98,-2,1,109
14717,1758720,5,3,-72,-2,1,109
21821,1758274,5,3,0,0,0,81
21821,1758274,5,3,0,0,0,3
21821,1758274,5,3,0,0,0,81
3042,1758720,5,3,-97,-2,1,109
14717,1758720,5,3,-57,-2,1,109
14717,1758720,5,3,-51,-2,1,109
14717,1758720,5,3,-62,-2,1,109
14732,1758720,5,3,-50,-2,1,109
14717,1758720,5,3,-35,-2,1,109
2535,1758720,5,3,-92,-2,1,109
15559,1758720,5,3,-92,-2,1,109
1960,1758720,5,3,-2,0,0,81
14717,1758720,5,3,-85,-2,1,109
20150,1758720,5,3,-20,0,0,109
2089,1758720,5,3,-50,-2,1,109
20401,1758720,5,3,-56,-2,1,109
14717,1758720,5,3,-90,-2,1,109
20150,1758720,5,3,-9,0,0,109
16312,1758720,5,3,-54,-2,1,109
14732,1758720,5,3,-69,-2,1,109
14717,1758720,5,3,-12,-2,1,109
2646,1758720,5,3,-40,-2,1,109
20401,1758720,5,3,-37,-2,1,109
16312,1758720,5,3,-43,-2,1,109
20150,1758720,5,3,-47,0,0,109
14717,1758720,5,3,-9,-2,1,109
16312,1758720,5,3,-19,-2,1,109
16312,1758720,5,3,-19,-2,1,109
2712,1758720,5,3,-42,-2,1,109
2489,1758720,5,3,-86,-2,1,109
15992,1758720,5,3,-23,-2,1,109
3024,1758274,5,3,0,0,0,81
19493,1768790,5,3,-70,-2,1,2
20401,1758720,5,3,-68,-2,1,109
21821,1758274,5,3,0,0,0,81
20401,1758720,5,3,-36,-2,1,109
3042,1758720,5,3,-6,-2,1,109
2311,1758720,5,3,-34,-2,1,109
15559,1758720,5,3,-71,-2,1,109
14717,1758720,5,3,-19,-2,1,109
20407,1758720,5,3,-6,-2,1,109
20150,1758720,5,3,-12,0,0,109
21821,1758274,5,3,0,0,0,81
14732,1758720,5,3,-13,-2,1,109
2311,1758720,5,3,-93,-2,1,109
22404,1758720,5,3,-34,-2,1,109
14732,1758720,5,3,-22,-2,1,109
16312,1758720,5,3,-62,0,0,109
14732,1758720,5,3,-96,-2,1,109
14732,1758720,5,3,-15,-2,1,109
20150,1758720,5,3,-28,0,0,109
16312,1758720,5,3,-6,-2,1,109
2535,1758720,5,3,-6,-2,1,109
20407,1758720,5,3,-90,-2,1,109
2646,1758720,5,3,-6,-2,1,109
20150,1758720,5,3,-12,0,0,109
20407,1758720,5,3,-12,-2,1,109
16312,1758720,5,3,-91,-2,1,109
14732,1758720,5,3,-77,-2,1,109
21821,1758274,5,3,0,0,0,81
15559,1758720,5,3,-37,-2,1,109
14717,1758720,5,3,-28,-2,1,109
20401,1758720,5,3,-83,-2,1,109
